Organization,Mission,Families,Educators,Workspace,Rank
Barnard College,0.187722492,0.194880781,0.177733828,0.172875827,0.184776319
"Jewish Board of Family & Children's Services, Inc.",0.07527882,0.11722737,0.096549873,0.080542833,0.086692756
Manhattan College,0.067921951,0.084303144,0.065174837,0.070882392,0.070687704
Carnegie Corporation of New York,0.094448148,0.1276405,0.107910027,0.097263523,0.102693082
St Elizabeth Medical Center,0.220555487,0.237604334,0.214909199,0.220694646,0.222479107
Success Academy Charter Schools - NYC,0.077162159,0.083987046,0.07010627,0.086600526,0.07869672
Plainview Hospital,0.086835249,0.127610541,0.102390639,0.083930373,0.09573955
District Council 37 Health and Security Fund,0.225030851,0.256347055,0.228273176,0.19260605,0.225386472
Central Suffolk Hospital,0.180489476,0.211170089,0.192270365,0.156275602,0.183530747
Interfaith Medical Center,0.155704742,0.194714813,0.175353866,0.135106892,0.162048299
Hudson Valley Hospital Center,0.137708113,0.163207531,0.151092781,0.128713339,0.142689665
Excavators Union-731 Welfare Fund,0.222757534,0.257235723,0.241112389,0.198419595,0.227506718
Labor Management LaborManagement Healthcare Fund,0.21489465,0.246621698,0.222880007,0.177398865,0.215264086
St Lawrence University,0.158848015,0.181531748,0.149837209,0.162813963,0.161787828
Mason Tenders District Council Welfare Fund,0.119938223,0.157704528,0.134475332,0.104156629,0.126025193
American Museum of Natural History,0.109275064,0.145250326,0.119831224,0.127304469,0.120035202
Chs Services Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
New York State Teamsters Council Health & Hospital Fund,0.179527324,0.208686365,0.185984328,0.151433655,0.180781053
1199 Seiu National Benefit Fund for Home Care Employees,0.142073985,0.190512935,0.165298922,0.122667395,0.150783535
St Lukes Cornwall Hospital,0.071045036,0.115843503,0.096506194,0.073625272,0.083185013
"Rockefeller Philanthropy Advisors, Inc.",0.025045622,0.064574782,0.060780586,0.050158512,0.041775124
COLD SPRING HARBOR LABORATORY,0.075154102,0.090654774,0.100796501,0.098797434,0.085951836
TRUSTEES OF HAMILTON COLLEGE,0.135445772,0.15747662,0.113171775,0.123357854,0.133390594
ENVIRONMENTAL DEFENSE FUND INCORPORATED,0.034175058,0.069676384,0.065542931,0.049712351,0.047909473
Open Society Institute,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Physicians of University Hospital PC,0.103846933,0.148781117,0.13483097,0.091635273,0.114464693
1199-Seiu Greater New York Benefit Fund,0.116319332,0.156581748,0.137367195,0.098747781,0.12360912
YMCA of Greater New York,0.081128964,0.100160477,0.106942241,0.101384635,0.091979041
Amalgamated National Health Fund,0.212449089,0.244560161,0.220433332,0.177740369,0.213346855
Capital Area Schools Health Insur Consortium,0.137146825,0.171239788,0.160117088,0.122422058,0.144203235
"American Civil Liberties Union Foundation, Inc.",0.156798127,0.198862375,0.18626166,0.150530687,0.16767485
Novo Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Canton Potsdam CantonPotsdam Hospital,0.132934138,0.164916545,0.166364053,0.126820545,0.142817259
United Cerebral Palsy Associations of New York State Inc,0.084993951,0.121507128,0.102356803,0.08071272,0.093259751
Jp Morgan Chase Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
"CHILDRENS COMMUNITY SERVICES, INC.",0.057926342,0.08735834,0.078887065,0.060440716,0.066744191
Municipal Credit Union,0.096272138,0.141960447,0.123994979,0.098294922,0.10884446
Blavatnik Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
NY44 Health Benefits Plan Tr,0.203597066,0.240861579,0.2189162,0.157998327,0.204761217
"Young Adult Institute, Inc.",0.035406694,0.061153851,0.054416993,0.046778957,0.044761647
National Multiple Sclerosis Society,0.081725043,0.086421101,0.11189031,0.105590209,0.091512791
Samaritan Daytop Village Inc,0.100630918,0.131092227,0.113054028,0.083008051,0.104841176
United Welfare Fund of Amalamated Local Union 355,0.169955826,0.206899637,0.186240072,0.14347703,0.174414036
Samaritan Hospital,0.105692275,0.142763754,0.124362739,0.107645514,0.115308139
Local Initiatives Support Corp.,0.042169688,0.072701152,0.062533466,0.046677378,0.05140351
DUKE UNIVERSITY HEALTH SYSTEM INC,0.105103912,0.144257279,0.115314287,0.09773087,0.112102362
Duke University,0.050981242,0.079223246,0.072167278,0.073525569,0.062976636
Chancellor Masters & Scholars of the University of Oxford,0.057246099,0.098416273,0.066217466,0.066023159,0.067065866
Gothic Corporation,0.144130262,0.167438838,0.159685594,0.136806554,0.149386962
North Carolina Baptist Hospital,0.076874056,0.115685538,0.089725978,0.075456773,0.08524841
State Chartered Credit Unions Inc,0.203872634,0.234887645,0.197712951,0.203956713,0.208029202
Presbyterian Hospital,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Forsyth Memorial Hospital Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
WakeMed,0.112938745,0.149106695,0.132783286,0.114708915,0.122569188
The Moses H Cone Memorial Hospital Operating Corporation,0.08750241,0.130957821,0.123527514,0.10193003,0.103153766
Pitt County Memorial Hospital Inc,0.227569207,0.253790905,0.234929468,0.207612945,0.229840156
North Carolina Electric Membership Corporation,0.276621497,0.309781718,0.304402922,0.265381461,0.284905099
Cumberland County Hospital System Inc,0.217933134,0.242429405,0.233354074,0.205256067,0.222473158
REX HOSPITAL INC,0.17052523,0.197438193,0.175649783,0.179362959,0.177337771
Wake Forest University Health Sciences,0.076874056,0.115685538,0.089725978,0.075456773,0.08524841
Research Triangle Institute,0.077895977,0.129378724,0.100352577,0.074371608,0.089631807
Novant Medical Group Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Novant Health Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
First Health of the Carolinas Inc,0.140411863,0.177210813,0.162595084,0.122010556,0.14717534
Gothic Hsp Corporation,0.144130262,0.167438838,0.159685594,0.136806554,0.149386962
Family Health International,0.097818625,0.156589285,0.132556185,0.116802484,0.116567305
Samaritan's Purse,0.110015656,0.119852029,0.134420861,0.134078199,0.11973301
WAKE FOREST UNIVERSITY,0.15146296,0.18350653,0.13334204,0.145168845,0.152734383
Gaston Memorial Hospital Inc,0.187752996,0.241511323,0.220784521,0.203055756,0.204768432
Cohen Charitable Trust,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Atlantic Coast Conference,0.080158135,0.124601921,0.0969828,0.090723942,0.092130511
Foundation For The Carolinas,0.184500127,0.217259399,0.19221684,0.190141812,0.192186405
East Carolina Health,0.227569207,0.253790905,0.234929468,0.207612945,0.229840156
High Point Regional Health,0.080828643,0.118155131,0.092810429,0.077757898,0.088534898
North Carolina Insurance,0.110241756,0.146452105,0.14280712,0.096209011,0.119365584
Alamance Regional Medical Center,0.247903148,0.285057466,0.261445846,0.233490652,0.253950568
Sandhills Center for Mental Health Developmental Disabilities & Subst,0.121624418,0.145907888,0.133858265,0.110984693,0.12593735
ELON UNIVERSITY,0.132052959,0.147385381,0.117462,0.139731936,0.133456366
Wayne Memorial Hospital Inc,0.038040552,0.061832308,0.06985973,0.050352382,0.049361013
The Branch Banking and Trust Company Health Care Plan Trust Agr,0.150937063,0.18194062,0.176758724,0.128889903,0.156733406
High Point University,0.064940091,0.103243165,0.074554573,0.084886917,0.076250821
Energyunited Electric Membership Corporation,0.193222071,0.248962415,0.218181917,0.188331731,0.205857046
Southeastern Regional Medical Center,0.141138497,0.192516408,0.164276046,0.136148604,0.152726092
Presbyterian Medical Care Corp,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Duke Endowment,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Prince William Hospital,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
University Health Systems of Eastern Carolina Inc,0.227569207,0.253790905,0.234929468,0.207612945,0.229840156
Campbell University Inc,0.077319439,0.103552717,0.087168606,0.102001498,0.087446856
Vidant Medical Group LLC,0.062785884,0.099486499,0.091413685,0.087444733,0.077783762
Blue Ridge Healthcare Hospitals Inc,0.137355059,0.17964206,0.160258772,0.130745007,0.147118503
Rowan Regional Medical Center Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Brunswick Electric Membership Corp,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Fletcher Hospital Inc,0.090730242,0.129613344,0.111357083,0.090137997,0.100549858
Davidson College,0.358541265,0.365839986,0.297958905,0.331956175,0.34522981
Association of International Certified Professional Accountants,0.077619405,0.123020403,0.103346177,0.082125534,0.090225055
American Institute of Certified Public Accountants,0.116141778,0.163995565,0.123410054,0.105527255,0.123559701
Carolina Healthcare Associates Inc,0.19211109,0.239656923,0.212964484,0.167056392,0.199335178
Scotland Memorial Hospital Incorporated,0.167982945,0.204584065,0.187938191,0.165361431,0.176972087
Union Electric Membership Corp,0.121512407,0.174022891,0.157518047,0.133809247,0.138314568
Lumbee River Electric Membership Corporation,0.164829718,0.212702659,0.196942064,0.16999458,0.17902141
BLUE RIDGE ELECTRIC MEMBERSHIP CORPORATION,0.070752589,0.104587555,0.099530044,0.076076803,0.082075362
Jones Onslow JonesOnslow Electric Membership Corporation,0.164829718,0.212702659,0.196942064,0.16999458,0.17902141
Wingate University,0.099820622,0.142733453,0.109572054,0.110064759,0.110305356
Wake Forest University Baptist Medical Center,0.07080759,0.109739314,0.086755451,0.071042853,0.079993398
Rutherford Electric Membership,0.070673246,0.118991991,0.114554128,0.083880168,0.088241004
Advanced Home Care Inc,0.092162364,0.124698089,0.115256549,0.097364546,0.102301046
Duke University Affiliated Physicans Inc,0.102035401,0.149756282,0.127330899,0.108884851,0.115346372
Caldwell Memorial Hospital Inc,0.120138806,0.157451986,0.142163382,0.126191529,0.131037219
Hugh Chatham Memorial Hospital Inc,0.135024646,0.188716344,0.167119941,0.151190429,0.152016775
"Food Bank of Central & Eastern North Carolina, Inc.",0.233198365,0.274608547,0.251424802,0.240902146,0.244421765
"Bank of America Charitable Foundation, Inc.",0.061818694,0.104370958,0.088394444,0.073208989,0.075238412
Center for Creative Leadership,0.041599115,0.079768427,0.05608958,0.049318817,0.051662362
Caromont Medical Group Inc,0.187752996,0.241511323,0.220784521,0.203055756,0.204768432
Lexington Medical Center,0.081939604,0.120901993,0.096392858,0.08017914,0.090548801
Randolph Hospital Inc,0.147317923,0.181292674,0.160108506,0.132205834,0.152593464
INTRAHEALTH INTERNATIONAL INC,0.105735646,0.148335313,0.129655327,0.104812206,0.116668297
Halifax Regional Medical Center Inc,0.153856961,0.207130274,0.182312286,0.152153928,0.167194562
North Carolina Medical Society Employee Benefit Trust,0.095641666,0.133609551,0.113986343,0.08281549,0.102889397
North Carolina Partnership for Children Inc,0.068850187,0.088013714,0.080809556,0.065881783,0.073542603
Community General Health Partners Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
The Golden L E A F Long Term LongTerm Economic Advancement Foundation in,0.139093829,0.186328053,0.155190473,0.141009401,0.149968236
South River Electric Membership Corporation,0.118200519,0.169127299,0.149129354,0.125562791,0.133070167
Moses Cone Affiliated Physicians Inc,0.08750241,0.130957821,0.123527514,0.10193003,0.103153766
Lenoir Rhyne LenoirRhyne University,0.273409016,0.292406598,0.232067254,0.256378991,0.266846649
Harnett Health System Inc,0.081544415,0.127162955,0.112249479,0.096668403,0.096785681
Four County Electric Membership Corp,0.118716377,0.181822133,0.15296335,0.122157819,0.135515405
Columbus Regional Healthcare System,0.045635825,0.090405025,0.07458436,0.060659449,0.060426051
Wake Electric Membership Corp,0.070673246,0.118991991,0.114554128,0.083880168,0.088241004
The Outer Bank Hospital Inc,0.108575885,0.156078733,0.133472675,0.108107358,0.120564403
"MOUNTAINCARE, INC.",0.052494916,0.059542878,0.080862878,0.081723617,0.06326902
Second Harvest Food Bank of Metrolina Inc,0.087607016,0.112929289,0.11069113,0.089249619,0.095948514
QUEENS UNIVERSITY OF CHARLOTTE,0.104901375,0.120730332,0.086199981,0.104973236,0.104434612
YMCA of the Triangle Area,0.054540338,0.069659445,0.067273637,0.057884105,0.0597397
Lenoir Memorial Hospital Inc,0.131396617,0.172264795,0.158820029,0.136390409,0.143610847
Wake Forest University Health Sciences Group Return,0.155786834,0.186547657,0.164032056,0.138922068,0.159477047
YMCA of Greater Charlotte,0.067564008,0.078924153,0.080227265,0.091867046,0.075618415
Moses H Cone Memorial Hospital,0.08750241,0.130957821,0.123527514,0.10193003,0.103153766
Morehead Memorial Hospital,0.158623968,0.212057704,0.181648679,0.160210618,0.171631484
Gardner Webb GardnerWebb University,0.176371411,0.209403539,0.163371032,0.179779808,0.180278102
North Carolina Joint Underwriting Association,0.105993349,0.14254942,0.139479459,0.091071427,0.115180059
IPAS,0.053420779,0.069223162,0.082294611,0.06756771,0.063224637
Davie Medical Center,0.081650043,0.120571582,0.095922472,0.079847234,0.090215236
Meredith College,0.103198288,0.128877627,0.092323997,0.105921798,0.106119714
Monarch,0.095643075,0.120487793,0.109824201,0.098755755,0.102666162
Easter Seals Ucp North Carolina & Virginia Inc,0.067688819,0.092929958,0.078378615,0.07653912,0.075152358
North Carolina Community Carenetworks Inc,0.09224782,0.132367419,0.117259377,0.089599661,0.102661653
Medical Park Hospital Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Foundation Health Systems Corp,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Moses Cone Medical Services Inc,0.050386941,0.089212718,0.077872283,0.069559251,0.064634179
Murphy Medical Center Inc,0.072781202,0.082341121,0.09439593,0.094667686,0.081624724
Catawba College,0.086610254,0.121375577,0.081166774,0.097076615,0.093241622
United Methodist Retirement Homes Incorporated,0.107551121,0.137501275,0.11847036,0.096053795,0.112446465
TELAMON CORPORATION,0.059392182,0.092201714,0.078607114,0.065207795,0.069032195
Cotton Incorporated,0.231647687,0.272913136,0.267912965,0.243243887,0.246502175
Mountain Area Health Education Center Inc,0.093304834,0.128190266,0.098090972,0.085165782,0.098560254
"Methodist University, Inc.",0.086571167,0.130487499,0.092591805,0.101260589,0.097342232
Carteret Craven CarteretCraven Electric Cooperative,0.312627587,0.356880035,0.34100871,0.302972788,0.323124049
NC MedAssist,0.166139964,0.200921084,0.175602059,0.13878462,0.168954609
Wrmc Hospital Operating Corporation,0.110724876,0.146701369,0.122374365,0.103907987,0.117526392
L C Ind Inc,0.090518884,0.133570034,0.110723231,0.100142901,0.10266547
Randolph Electric Membership Corp,0.109253765,0.158219547,0.142472445,0.109324261,0.122962925
French Broad Electric Membership Corporation,0.142677792,0.193475471,0.172230167,0.144682674,0.156403615
Hendrick Automotive Group Employee Benefit Trust,0.176517351,0.200013254,0.194946246,0.14330977,0.177970221
Moses Cone Physician Services Inc,0.08750241,0.130957821,0.123527514,0.10193003,0.103153766
Goodwill Industries of NW North Carolina Inc,0.079723275,0.127032338,0.089744646,0.077374803,0.088886935
Piedmont Electric Membership Corp,0.088099922,0.131356108,0.115756671,0.106433613,0.10297436
UNC Health Foundation,0.114169679,0.142178556,0.119716693,0.101039168,0.117573909
Hospice & Palliative Care Charlotte Region,0.121601713,0.143079961,0.138750562,0.123152297,0.128297993
"Goodwill Industries of the Southern Piedmont, Inc.",0.056479127,0.075276514,0.07536907,0.057531165,0.062935688
PIEDMONT HEALTH SERVICES INC,0.086683874,0.126886652,0.110525295,0.085828055,0.09721527
"Second Harvest Food Bank of Northwest North Carolina, Inc.",0.074264556,0.109157229,0.094137186,0.083121104,0.084868198
Self Help Ventures Fund,0.097385003,0.130070549,0.120956716,0.099170191,0.107058744
Surry Yadkin SurryYadkin Electric Membership Corporation,0.077449631,0.126583842,0.121007888,0.088185835,0.094687743
Daymark Recovery Services Inc,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
NC State Investment Fund Inc,0.193092056,0.234564662,0.21410917,0.183248684,0.201866447
Tiaa Charitable Inc,0.045935724,0.065493586,0.076359003,0.066444291,0.057684009
Rise Against Hunger,0.074220113,0.106557859,0.108692411,0.093694052,0.088600777
GIVENS ESTATES INC,0.15855026,0.205314611,0.168785599,0.159799371,0.168258393
